 ,Label,X,Y
52,IMG_20230228_142328.jpg,2653.000,2481.667
53,IMG_20230228_142328.jpg,2928.333,2994.333
54,IMG_20230228_142328.jpg,2927.000,3165.667
55,IMG_20230228_142328.jpg,3094.000,3168.000
56,IMG_20230228_142328.jpg,3098.000,2996.333
57,IMG_20230228_142328.jpg,3370.333,2480.333
58,IMG_20230228_142328.jpg,3367.333,2657.667
59,IMG_20230228_142328.jpg,3539.333,2656.333
60,IMG_20230228_142328.jpg,3543.000,2480.000
61,IMG_20230301_113228.jpg,2337.000,2462.000
62,IMG_20230301_113228.jpg,2339.333,2627.000
63,IMG_20230301_113228.jpg,2497.667,2626.667
64,IMG_20230301_113228.jpg,2495.000,2462.333
65,IMG_20230301_113228.jpg,2752.333,2935.667
66,IMG_20230301_113228.jpg,2752.667,3095.667
67,IMG_20230301_113228.jpg,2908.333,3097.667
68,IMG_20230301_113228.jpg,2909.000,2936.667
69,IMG_20230301_113228.jpg,3154.000,2459.667
70,IMG_20230301_113228.jpg,3153.000,2623.667
71,IMG_20230301_113228.jpg,3310.000,2621.333
72,IMG_20230301_113228.jpg,3310.333,2458.000
73,IMG_20230301_113404.jpg,2318.333,2297.000
74,IMG_20230301_113404.jpg,2318.333,2473.000
75,IMG_20230301_113404.jpg,2488.000,2475.667
76,IMG_20230301_113404.jpg,2486.667,2301.000
77,IMG_20230301_113404.jpg,2753.667,2813.667
78,IMG_20230301_113404.jpg,2751.000,2982.333
79,IMG_20230301_113404.jpg,2916.000,2986.667
80,IMG_20230301_113404.jpg,2920.333,2817.667
81,IMG_20230301_113404.jpg,3192.667,2314.333
82,IMG_20230301_113404.jpg,3188.333,2488.667
83,IMG_20230301_113404.jpg,3356.333,2488.667
84,IMG_20230301_113404.jpg,3361.667,2317.667
85,IMG_20230301_113512.jpg,2328.667,2715.667
86,IMG_20230301_113512.jpg,2332.667,2888.667
87,IMG_20230301_113512.jpg,2499.000,2886.333
88,IMG_20230301_113512.jpg,2494.333,2716.000
89,IMG_20230301_113512.jpg,2768.000,3207.333
90,IMG_20230301_113512.jpg,2769.000,3374.000
91,IMG_20230301_113512.jpg,2934.667,3375.333
92,IMG_20230301_113512.jpg,2932.667,3207.667
93,IMG_20230301_113512.jpg,3187.667,2709.333
94,IMG_20230301_113512.jpg,3188.333,2879.000
95,IMG_20230301_113512.jpg,3353.000,2874.667
96,IMG_20230301_113512.jpg,3353.000,2707.333
97,IMG_20230301_113620.jpg,2414.000,2358.667
98,IMG_20230301_113620.jpg,2418.333,2528.000
99,IMG_20230301_113620.jpg,2579.333,2524.667
100,IMG_20230301_113620.jpg,2574.000,2355.667
101,IMG_20230301_113620.jpg,2842.000,2840.333
102,IMG_20230301_113620.jpg,2844.000,3005.000
103,IMG_20230301_113620.jpg,3003.000,3004.667
104,IMG_20230301_113620.jpg,3002.000,2841.000
105,IMG_20230301_113620.jpg,3252.667,2346.000
106,IMG_20230301_113620.jpg,3253.333,2514.333
107,IMG_20230301_113620.jpg,3414.667,2510.333
108,IMG_20230301_113620.jpg,3415.667,2341.000
109,IMG_20230301_113720.jpg,2328.000,2385.000
110,IMG_20230301_113720.jpg,2330.000,2563.500
111,IMG_20230301_113720.jpg,2498.000,2565.000
112,IMG_20230301_113720.jpg,2497.000,2388.000
113,IMG_20230301_113720.jpg,2768.500,2901.000
114,IMG_20230301_113720.jpg,2766.000,3068.667
115,IMG_20230301_113720.jpg,2931.000,3075.000
116,IMG_20230301_113720.jpg,2933.333,2904.667
117,IMG_20230301_113720.jpg,3205.333,2397.333
118,IMG_20230301_113720.jpg,3201.000,2573.333
119,IMG_20230301_113720.jpg,3370.333,2573.333
120,IMG_20230301_113720.jpg,3375.000,2399.667
121,IMG_20230301_114107.jpg,2388.333,2461.667
122,IMG_20230301_114107.jpg,2387.333,2633.000
123,IMG_20230301_114107.jpg,2550.000,2634.667
124,IMG_20230301_114107.jpg,2549.333,2464.667
125,IMG_20230301_114107.jpg,2807.333,2958.667
126,IMG_20230301_114107.jpg,2804.333,3123.333
127,IMG_20230301_114107.jpg,2965.000,3127.667
128,IMG_20230301_114107.jpg,2968.000,2963.667
129,IMG_20230301_114107.jpg,3231.667,2473.000
130,IMG_20230301_114107.jpg,3228.667,2641.333
131,IMG_20230301_114107.jpg,3390.000,2641.333
132,IMG_20230301_114107.jpg,3394.000,2473.667
133,IMG_20230301_114154.jpg,2413.333,2347.000
134,IMG_20230301_114154.jpg,2416.667,2524.667
135,IMG_20230301_114154.jpg,2585.667,2524.000
136,IMG_20230301_114154.jpg,2583.333,2346.667
137,IMG_20230301_114154.jpg,2856.000,2853.667
138,IMG_20230301_114154.jpg,2855.333,3024.667
139,IMG_20230301_114154.jpg,3022.333,3026.667
140,IMG_20230301_114154.jpg,3023.333,2856.000
141,IMG_20230301_114154.jpg,3287.333,2346.000
142,IMG_20230301_114154.jpg,3286.333,2521.333
143,IMG_20230301_114154.jpg,3454.667,2519.667
144,IMG_20230301_114154.jpg,3457.000,2344.333
145,IMG_20230301_114235.jpg,2274.667,2288.333
146,IMG_20230301_114235.jpg,2277.667,2463.667
147,IMG_20230301_114235.jpg,2442.667,2462.000
148,IMG_20230301_114235.jpg,2438.333,2289.667
149,IMG_20230301_114235.jpg,2711.333,2789.333
150,IMG_20230301_114235.jpg,2712.667,2956.667
151,IMG_20230301_114235.jpg,2875.000,2958.667
152,IMG_20230301_114235.jpg,2875.000,2790.000
153,IMG_20230301_114235.jpg,3132.333,2284.333
154,IMG_20230301_114235.jpg,3131.667,2459.000
155,IMG_20230301_114235.jpg,3296.333,2455.667
156,IMG_20230301_114235.jpg,3298.000,2284.000
157,IMG_20230301_114426.jpg,2431.667,2496.000
158,IMG_20230301_114426.jpg,2434.667,2668.667
159,IMG_20230301_114426.jpg,2601.667,2667.333
160,IMG_20230301_114426.jpg,2598.000,2495.667
161,IMG_20230301_114426.jpg,2867.667,2993.333
162,IMG_20230301_114426.jpg,2867.333,3161.667
163,IMG_20230301_114426.jpg,3034.333,2995.667
164,IMG_20230301_114426.jpg,3031.667,3165.667
165,IMG_20230301_114426.jpg,3295.667,2491.333
166,IMG_20230301_114426.jpg,3294.667,2663.667
167,IMG_20230301_114426.jpg,3463.667,2661.667
168,IMG_20230301_114426.jpg,3465.000,2489.333
169,IMG_20230301_114508.jpg,2265.000,2163.667
170,IMG_20230301_114508.jpg,2270.333,2346.000
171,IMG_20230301_114508.jpg,2442.333,2344.667
172,IMG_20230301_114508.jpg,2437.000,2163.000
173,IMG_20230301_114508.jpg,2723.667,2683.000
174,IMG_20230301_114508.jpg,2725.333,2855.667
175,IMG_20230301_114508.jpg,2891.667,2857.333
176,IMG_20230301_114508.jpg,2891.333,2683.667
177,IMG_20230301_114508.jpg,3157.667,2156.667
178,IMG_20230301_114508.jpg,3158.000,2338.667
179,IMG_20230301_114508.jpg,3329.333,2335.333
180,IMG_20230301_114508.jpg,3330.667,2155.667
181,IMG_20230301_114601.jpg,2450.333,2298.000
182,IMG_20230301_114601.jpg,2450.667,2477.333
183,IMG_20230301_114601.jpg,2622.000,2479.000
184,IMG_20230301_114601.jpg,2621.667,2301.000
185,IMG_20230301_114601.jpg,2890.667,2821.667
186,IMG_20230301_114601.jpg,2887.667,2992.667
187,IMG_20230301_114601.jpg,3055.667,2997.333
188,IMG_20230301_114601.jpg,3061.000,2825.333
189,IMG_20230301_114601.jpg,3341.333,2311.667
190,IMG_20230301_114601.jpg,3335.000,2488.667
191,IMG_20230301_114601.jpg,3506.000,2490.000
192,IMG_20230301_114601.jpg,3512.667,2313.667
193,IMG_20230301_114803.jpg,2220.000,2145.000
194,IMG_20230301_114803.jpg,2221.000,2331.000
195,IMG_20230301_114803.jpg,2400.333,2335.000
196,IMG_20230301_114803.jpg,2398.667,2150.667
197,IMG_20230301_114803.jpg,2677.667,2689.667
198,IMG_20230301_114803.jpg,2676.000,2867.000
199,IMG_20230301_114803.jpg,2847.667,2872.333
200,IMG_20230301_114803.jpg,2852.333,2696.000
201,IMG_20230301_114803.jpg,3139.667,2169.333
202,IMG_20230301_114803.jpg,3134.333,2353.000
203,IMG_20230301_114803.jpg,3309.667,2355.333
204,IMG_20230301_114803.jpg,3316.333,2173.667
205,IMG_20230301_114846.jpg,2245.667,2251.333
206,IMG_20230301_114846.jpg,2250.667,2435.000
207,IMG_20230301_114846.jpg,2426.667,2434.667
208,IMG_20230301_114846.jpg,2423.000,2251.667
209,IMG_20230301_114846.jpg,2709.000,2778.333
210,IMG_20230301_114846.jpg,2709.000,2953.000
211,IMG_20230301_114846.jpg,2879.667,2955.333
212,IMG_20230301_114846.jpg,2882.000,2780.333
213,IMG_20230301_114846.jpg,3157.333,2254.333
214,IMG_20230301_114846.jpg,3154.000,2436.667
215,IMG_20230301_114846.jpg,3328.000,2436.000
216,IMG_20230301_114846.jpg,3333.333,2254.667
217,IMG_20230301_114939.jpg,2325.333,2306.667
218,IMG_20230301_114939.jpg,2327.333,2480.333
219,IMG_20230301_114939.jpg,2494.333,2482.667
220,IMG_20230301_114939.jpg,2491.000,2308.333
221,IMG_20230301_114939.jpg,2761.333,2813.333
222,IMG_20230301_114939.jpg,2760.000,2980.667
223,IMG_20230301_114939.jpg,2923.333,2984.667
224,IMG_20230301_114939.jpg,2925.667,2815.667
225,IMG_20230301_114939.jpg,3189.000,2309.000
226,IMG_20230301_114939.jpg,3187.333,2484.000
227,IMG_20230301_114939.jpg,3353.333,2481.667
228,IMG_20230301_114939.jpg,3356.667,2308.667
229,IMG_20230301_115136.jpg,2440.333,2582.667
230,IMG_20230301_115136.jpg,2447.000,2756.333
231,IMG_20230301_115136.jpg,2614.000,2753.000
232,IMG_20230301_115136.jpg,2606.667,2578.333
233,IMG_20230301_115136.jpg,2888.000,3072.333
234,IMG_20230301_115136.jpg,2891.333,3240.333
235,IMG_20230301_115136.jpg,3055.333,3238.667
236,IMG_20230301_115136.jpg,3054.333,3071.333
237,IMG_20230301_115136.jpg,3304.000,2563.667
238,IMG_20230301_115136.jpg,3307.667,2734.667
239,IMG_20230301_115136.jpg,3473.333,2729.000
240,IMG_20230301_115136.jpg,3472.000,2559.000
241,IMG_20230301_115303.jpg,2294.000,1970.000
242,IMG_20230301_115303.jpg,2301.333,2157.667
243,IMG_20230301_115303.jpg,2478.000,2154.333
244,IMG_20230301_115303.jpg,2471.667,1967.333
245,IMG_20230301_115303.jpg,2769.667,2503.333
246,IMG_20230301_115303.jpg,2772.000,2681.667
247,IMG_20230301_115303.jpg,2943.333,2502.667
248,IMG_20230301_115303.jpg,2944.667,2680.667
249,IMG_20230301_115303.jpg,3216.333,1956.000
250,IMG_20230301_115303.jpg,3216.000,2143.333
251,IMG_20230301_115303.jpg,3392.667,2138.333
252,IMG_20230301_115303.jpg,3394.333,1954.333
253,IMG_20230301_115432.jpg,2269.333,2206.000
254,IMG_20230301_115432.jpg,2276.333,2392.667
255,IMG_20230301_115432.jpg,2453.333,2392.000
256,IMG_20230301_115432.jpg,2449.333,2205.667
257,IMG_20230301_115432.jpg,2740.333,2739.000
258,IMG_20230301_115432.jpg,2742.000,2917.333
259,IMG_20230301_115432.jpg,2916.333,2919.667
260,IMG_20230301_115432.jpg,2916.667,2740.333
261,IMG_20230301_115432.jpg,3191.000,2202.333
262,IMG_20230301_115432.jpg,3190.333,2388.000
263,IMG_20230301_115432.jpg,3366.667,2386.333
264,IMG_20230301_115432.jpg,3370.000,2202.000
265,IMG_20230301_115547.jpg,2326.500,2391.500
266,IMG_20230301_115547.jpg,2334.000,2563.500
267,IMG_20230301_115547.jpg,2501.500,2562.000
268,IMG_20230301_115547.jpg,2496.500,2388.500
269,IMG_20230301_115547.jpg,2779.667,2887.667
270,IMG_20230301_115547.jpg,2781.667,3056.000
271,IMG_20230301_115547.jpg,2946.333,3055.667
272,IMG_20230301_115547.jpg,2945.667,2885.667
273,IMG_20230301_115547.jpg,3200.333,2373.667
274,IMG_20230301_115547.jpg,3201.667,2547.667
275,IMG_20230301_115547.jpg,3369.000,2541.333
276,IMG_20230301_115547.jpg,3369.333,2369.667
277,IMG_20230301_115643.jpg,2371.000,2092.000
278,IMG_20230301_115643.jpg,2374.333,2274.000
279,IMG_20230301_115643.jpg,2542.333,2270.667
280,IMG_20230301_115643.jpg,2540.000,2093.333
281,IMG_20230301_115643.jpg,2812.333,2605.333
282,IMG_20230301_115643.jpg,2812.667,2775.000
283,IMG_20230301_115643.jpg,2976.667,2779.000
284,IMG_20230301_115643.jpg,2977.667,2608.333
285,IMG_20230301_115643.jpg,3244.000,2093.000
286,IMG_20230301_115643.jpg,3242.000,2270.000
287,IMG_20230301_115643.jpg,3410.333,2267.333
288,IMG_20230301_115643.jpg,3413.333,2093.000
289,IMG_20230301_115837.jpg,2253.667,2418.000
290,IMG_20230301_115837.jpg,2253.333,2600.333
291,IMG_20230301_115837.jpg,2426.667,2604.000
292,IMG_20230301_115837.jpg,2429.000,2423.000
293,IMG_20230301_115837.jpg,2701.000,2949.333
294,IMG_20230301_115837.jpg,2697.000,3123.000
295,IMG_20230301_115837.jpg,2873.000,2954.667
296,IMG_20230301_115837.jpg,2867.333,3129.667
297,IMG_20230301_115837.jpg,3153.667,2440.000
298,IMG_20230301_115837.jpg,3149.000,2618.667
299,IMG_20230301_115837.jpg,3322.333,2620.333
300,IMG_20230301_115837.jpg,3328.667,2443.667
301,IMG_20230301_115940.jpg,2291.000,2314.000
302,IMG_20230301_115940.jpg,2293.000,2486.667
303,IMG_20230301_115940.jpg,2456.000,2486.667
304,IMG_20230301_115940.jpg,2452.667,2314.667
305,IMG_20230301_115940.jpg,2719.667,2810.333
306,IMG_20230301_115940.jpg,2720.333,2975.333
307,IMG_20230301_115940.jpg,2881.000,2978.667
308,IMG_20230301_115940.jpg,2882.333,2814.000
309,IMG_20230301_115940.jpg,3138.667,2314.667
310,IMG_20230301_115940.jpg,3138.667,2487.000
311,IMG_20230301_115940.jpg,3300.333,2484.333
312,IMG_20230301_115940.jpg,3303.333,2315.333
313,IMG_20230301_120057.jpg,2347.000,2153.000
314,IMG_20230301_120057.jpg,2349.333,2323.000
315,IMG_20230301_120057.jpg,2508.333,2324.000
316,IMG_20230301_120057.jpg,2506.333,2153.333
317,IMG_20230301_120057.jpg,2764.000,2643.000
318,IMG_20230301_120057.jpg,2762.333,2805.333
319,IMG_20230301_120057.jpg,2921.000,2809.333
320,IMG_20230301_120057.jpg,2923.333,2645.333
321,IMG_20230301_120057.jpg,3176.333,2153.333
322,IMG_20230301_120057.jpg,3174.667,2323.000
323,IMG_20230301_120057.jpg,3335.667,2322.667
324,IMG_20230301_120057.jpg,3338.000,2153.333
325,IMG_20230301_120226.jpg,2111.333,1931.333
326,IMG_20230301_120226.jpg,2117.000,2103.333
327,IMG_20230301_120226.jpg,2276.000,2103.333
328,IMG_20230301_120226.jpg,2270.333,1929.333
329,IMG_20230301_120226.jpg,2540.667,2423.333
330,IMG_20230301_120226.jpg,2543.333,2587.000
331,IMG_20230301_120226.jpg,2699.333,2590.000
332,IMG_20230301_120226.jpg,2699.667,2423.667
333,IMG_20230301_120226.jpg,2943.667,1926.333
334,IMG_20230301_120226.jpg,2944.000,2097.667
335,IMG_20230301_120226.jpg,3105.000,2095.333
336,IMG_20230301_120226.jpg,3105.000,1924.333
337,IMG_20230301_120320.jpg,2349.667,2209.667
338,IMG_20230301_120320.jpg,2353.000,2384.667
339,IMG_20230301_120320.jpg,2518.000,2384.000
340,IMG_20230301_120320.jpg,2515.667,2209.333
341,IMG_20230301_120320.jpg,2784.000,2708.333
342,IMG_20230301_120320.jpg,2783.667,2877.000
343,IMG_20230301_120320.jpg,2946.333,2877.667
344,IMG_20230301_120320.jpg,2947.000,2709.000
345,IMG_20230301_120320.jpg,3203.667,2203.000
346,IMG_20230301_120320.jpg,3203.333,2378.333
347,IMG_20230301_120320.jpg,3368.667,2374.333
348,IMG_20230301_120320.jpg,3370.667,2201.667
349,IMG_20230301_120416.jpg,2280.667,1575.000
350,IMG_20230301_120416.jpg,2289.667,1766.333
351,IMG_20230301_120416.jpg,2465.333,1762.667
352,IMG_20230301_120416.jpg,2456.333,1571.000
353,IMG_20230301_120416.jpg,2756.667,2113.333
354,IMG_20230301_120416.jpg,2759.000,2294.667
355,IMG_20230301_120416.jpg,2930.333,2294.000
356,IMG_20230301_120416.jpg,2929.667,2113.000
357,IMG_20230301_120416.jpg,3193.667,1557.333
358,IMG_20230301_120416.jpg,3371.667,1552.667
359,IMG_20230301_120416.jpg,3196.000,1747.333
360,IMG_20230301_120416.jpg,3369.667,1741.667
